text,label
The battery lasts all day and setup took two minutes. Would buy it again tomrrow.,positive
"Ordered during the sale. Not bad at all, actually. the camera is sharp even at night.",positive
The sound is surprisingly good and it is light and easy to carry. Would buy it again tomorrow.,positive
"Not bad at all, actually. support replied within an hour.",negative
ABSOLUTELY LOVE THIS. IT IS LIGHT AND EASY TO CARRY. GREAT VALUE.,positive
"Comparing it with my old one. Good idea, terrible execution. the sound crackles at low volume.",negative
"The battery is responsive, but the finish is overpriced. Hard to recommend at this price.",negative
Comparing it with my old one. Cannot fault it. delivery arrived a day early.,positive
The battery lasts all day and charging is fast. Recommend it without hesitation.,positive
Second one I have owned. I was ready to hate it and i don't. the camera is sharp even at night.,positive
Second one I have owned. Really happy with it. it fits perfectly. No complaints at all.,positive
It fits perfectly and support replie within an hour. Happy to recommend this one.,positive
Returned it the same week. Absolutely it is far too heavy. Asked for a refund.,negative
The camera is cramped and setupwas a nightmare. Hard to recommend at this price.,negative
Works beautifully. Seriously the cmera is sharp even at night. I would recommend it to anyone.,positive
Delivery arrived a day early and it is light and easy to carry. Highly recommended.,positive
Would not recommend. Seriously the sound cracles at low volume. Would not buy it again.,negative
"THE APP CRASHES ON EVERY LAUNCH, BUT THE APP IS SIMPLE TO USE. RECOMMEND IT WITHOUT HESITATION.",positive
"The build quality feels solid, but it does not fit at all. Deeply unimpressed.",negative
Ordered during the sale. Broke withi a week. Honestly it does not fit at all. Not worth the price.,negative
"The screen has dead pixels, but it is light and easy to carry. Will buy again.",positive
Five stars. Honestly delivery arrived a day early. Happy to recommend this one.,positive
Terrible experience. the plastic feels cheap. Avoid.,negative
"The sound crackles at low volume, but the build quality feels solid. Recommend it without hesitation.",positive
Second one I have owned. Best purchase this year. Genuinely the sound is surprisingly good. Highly recommended.,positive
"Second one I have owned. The screen has dead pixels, but the battery lasts all day. Exactly as described.",positive
"The app is responsive, but the app is rough. I cannot recommend it.",negative
The keyboard is rough and setup was a nightmare. Never again.,negative
Used it daily for two weeks. The sound is surprisingly good and the sound is surprisingly good. Recommend it without hesitation.,positive
SETUP TOOK TWO MINUTES AND THE SCREEN IS BRIGHT AND SHARP. EXACTLY AS DESCRIBED.,positive
Would not recommend. Absolutely the app crashes on every launch. Avoid.,negative
Absolutely love this. Seriously the sound is surprisingly good. Very pleased.,positive
"Comparing it with my old one. The sound is surprisingly good, but the battery diesin two hours. Never again.",negative
Delighted with this one. Genuinely the sound is surprisingly good. Very pleased.,positive
Used it daily for two weeks. One star. Seriously the plastic feels cheap. Asked for a refund.,negative
"Delivery arrived a day early, but the app crashes on every launch. Not worth the price.",negative
THE APP IS SIMPLE TO USE AND SETUP TOOK TWO MINUTES. WILL BUY AGAIN.,positive
"The sound crackles at low volume, but the battery lasts all day. Would buy it again tomorrow.",positive
COMPARING IT WITH MY OLD ONE. DOESN'T DISAPPOINT. THE SCREN IS BRIGHT AND SHARP.,positive
"Setup took two minutes, but the battery dies in two hours. Not worth the price.",negative
Very disappointe. the camera is blurry indoors. Asked for a refund.,negative
"Comparing it with my old one. Good idea, terrible execution. setup was a nightmare.",negative
Complete waste of money. support never replied. Avoid.,positive
One star. Seriously delivery took three weeks. Hard to recommend at this price.,negative
The attery dies in two hours and it overheats while charging. Asked for a refund.,negative
The camera is sharp even at night and support replied within an hour. Ten out of ten.,positive
Support never replied and the app crashes on every launch. Zero out of ten.,negative
Would not recommend. Absolutely the camera is blurry indoors. Asked for a refund.,negative
"The battery dies in two hour, but it fits perfectly. Will buy again.",positive
"Not bad at all, actually. charging is fast.",positive
Worth every rupee. Genuinely the screen is bright and sharp. I would recommend it to anyone.,positive
"The sound crackles at low volume, but the app is simple to use. Would buy it again tomorrow.",positive
"Second one I have owned. It fits perfectly, but the sound crackles at low volume. Hard to recommend at this price.",negative
The battery is premium and the battery lasts all day. Exctly as described.,positive
The build quality feels solid and the battery lasts all day. Highly recommended.,positive
THE CASE IS AWKWARD AND THE SOUND CRACKLES AT LOW VOLUME. DEEPLY UNIMPRESSED.,negative
"The battery is smooth, but the camera is cramped. Zero out of ten.",negative
Exactly what I needed — support replied within an hour :),positive
My wife uses it more than I do. The price is the only good thing. the battery dies in two hours.,negative
The sound is surprisingly good and it is light and easy to carry. No complaints at all.,positive
"Not bad at all, actually. the app is simple to use.",positive
"THE BATTERY LASTS ALL DAY, BUT IT IS FAR OO HEAVY. VERY POOR VALUE.",negative
MY WIFE USES IT MORE THAN I DO. THE BUILD QUALITY FEELS SOLID AND SUPPORT REPLIED WITHIN AN HOUR. I WOULD RECOMMEND IT TO ANYONE.,positive
"It does not fit at all, but the camera is sharp even at night. I would recommend it to anyone.",positive
"Delivery arrved a day early, but the screen has dead pixels. Avoid.",negative
Exactly what I needed. Absolutely the screen is bright and sharp. Recommend it without hesitation.,positive
"NOT BAD AT ALL, ACTUALLY. THE SOUND IS SURPRISINGLY GOOD.",positive
Very disappointed. it is far too heavy. Zero out of ten.,negative
Setup took two minutes and setup took two minutes. Great value.,positive
Save your money. Absolutely the app crashes on every launch. I cannot recommend it.,negative
"The screen has dead pixels, but the battery lasts all day. Will buy again.",positive
Better than I expected. the battery lasts all day. I would recommend it to anyone.,positive
Charging is fast and setup took two minutes. I would recommend it to anyone.,positive
Best purchase this year. the build quality feels solid. Very pleased.,positive
"Ordered during the sale. Good idea, terrible execution. delivery took three weeks.",negative
The screen has dead pixels and the sound crackles at low volume. Avoid.,negative
"Comparing it with my old one. Not bad at all, actually. the app is simple to use.",positive
"The charger is fragile, but the finish is quick. Will buy again.",positive
Comparing it with my old one. The battery dies in two hours and the screen has dead pixels. Zero out of ten.,negative
WOULD NOT RECOMMEND. ABSOLUTELY DELIVERY TOOK THREE WEEKS. ASKED FOR A REFUND.,negative
